doesHaveLinks,doesHaveSpammyWords,lengthOfText,numberOfSymbols,numberOfWordsContainingLettersAndNumbers,numberOfWordsContainingOnlyLetters,numberOfWordsContainingOnlyUppercaseLetters,class label
False,False,47,2,0,8,0,ham
True,True,161,9,3,12,9,spam
False,False,159,7,0,28,0,ham
False,False,165,4,0,32,4,ham
False,True,90,4,1,11,2,spam
False,False,37,4,0,3,0,ham
False,True,160,3,2,22,1,spam
False,False,41,3,0,5,0,ham
False,False,136,8,0,24,0,ham
False,False,24,0,0,4,0,ham
False,False,35,2,0,6,7,ham
False,False,25,2,0,4,0,ham
False,False,31,2,1,5,0,ham
False,False,36,2,0,6,0,ham
False,False,132,9,0,19,1,ham
False,False,156,14,0,21,2,ham
False,False,30,1,0,6,7,ham
False,False,118,5,0,23,1,ham
False,False,82,9,0,14,1,ham
True,True,123,9,2,12,2,spam
False,False,147,15,0,26,4,ham
False,False,73,4,0,12,3,ham
False,False,22,1,0,5,0,ham
False,False,90,6,0,14,1,ham
False,False,61,5,0,9,0,ham
False,True,148,6,6,10,4,spam
False,False,28,3,0,2,0,ham
False,False,42,2,0,8,0,ham
False,False,75,4,0,10,1,ham
False,True,160,1,1,21,0,spam
False,False,27,1,0,5,1,ham
False,False,14,3,0,3,1,ham
False,False,129,10,0,23,0,ham
False,False,73,0,0,14,0,ham
False,False,88,1,0,18,0,ham
False,False,27,4,0,3,1,ham
False,False,75,2,0,10,1,ham
False,False,11,1,0,0,0,ham
False,False,23,1,0,4,0,ham
False,True,158,5,3,20,4,spam
False,True,73,4,0,9,1,spam
False,False,25,0,0,6,0,ham
False,False,81,5,0,11,1,ham
False,False,51,6,1,4,0,ham
False,False,40,1,0,8,0,ham
False,False,156,6,0,25,0,ham
False,False,122,8,0,19,0,ham
False,False,18,3,0,3,0,ham
False,False,6,1,0,1,1,ham
False,False,126,2,0,28,29,ham
False,False,46,0,0,9,0,ham
False,False,30,0,0,7,0,ham
False,False,35,1,0,5,0,ham
False,True,174,3,3,22,0,spam
False,True,114,7,2,9,1,spam
False,False,32,2,0,3,0,ham
False,False,23,0,0,5,0,ham
False,True,126,5,1,20,2,spam
False,False,42,2,0,7,1,ham
False,False,99,4,0,14,0,ham
False,False,96,4,1,15,0,ham
False,False,74,5,0,12,2,ham
False,False,72,9,0,9,1,ham
False,False,76,2,0,14,1,ham
False,False,60,3,0,9,0,ham
False,True,148,4,0,22,0,spam
False,False,5,3,0,0,0,ham
False,False,31,0,0,6,0,ham
False,False,77,6,0,13,0,ham
False,False,33,1,0,6,1,ham
False,False,25,2,0,4,1,ham
False,False,126,7,0,14,0,ham
False,False,71,6,0,9,3,ham
False,False,75,5,0,13,1,ham
False,False,68,3,0,9,1,ham
False,False,144,7,0,24,0,ham
False,False,59,6,0,12,1,ham
False,False,60,4,0,6,0,ham
False,False,49,2,0,9,1,ham
False,False,66,1,0,13,0,ham
False,True,145,6,2,15,4,spam
False,False,24,1,0,5,1,ham
False,False,58,2,0,11,0,ham
False,False,107,5,0,15,0,ham
False,True,138,9,1,16,8,spam
False,False,53,6,0,6,0,ham
False,False,73,6,0,13,1,ham
False,False,149,4,1,30,0,ham
False,False,144,1,0,20,4,ham
False,False,63,3,0,7,0,ham
False,False,159,10,2,22,1,ham
False,False,39,6,0,5,0,ham
False,False,67,6,0,11,1,ham
False,False,129,7,1,19,25,ham
False,False,24,0,0,5,1,ham
False,False,136,6,0,18,0,ham
False,False,34,0,0,8,1,ham
False,False,27,1,0,4,0,ham
False,False,55,1,0,10,0,ham
False,False,27,2,0,3,1,ham
False,True,224,16,1,27,1,spam
False,False,39,3,0,5,1,ham
False,False,36,0,0,7,0,ham
False,False,23,0,0,5,1,ham
False,False,51,1,0,10,1,ham
False,False,34,5,0,5,1,ham
False,False,34,2,0,6,1,ham
False,True,159,3,2,21,5,spam
False,False,74,4,0,13,2,ham
False,False,144,13,1,19,26,ham
False,False,32,1,0,7,1,ham
False,True,155,2,1,21,0,spam
False,False,160,5,0,27,0,ham
False,False,86,4,0,15,1,ham
False,False,32,1,0,6,1,ham
False,False,166,12,0,23,1,ham
False,False,22,0,0,6,6,ham
False,False,26,4,0,2,0,ham
False,False,92,1,0,16,0,ham
False,False,37,0,0,7,0,ham
False,False,46,2,0,9,1,ham
False,False,62,2,0,11,1,ham
False,False,39,4,0,3,0,ham
False,False,50,1,0,11,1,ham
False,False,35,4,0,4,0,ham
False,False,21,4,0,2,0,ham
False,False,107,2,0,23,0,ham
False,False,38,5,0,3,0,ham
False,False,205,9,0,24,0,ham
False,False,158,10,0,19,1,ham
False,False,67,4,0,9,1,ham
False,True,143,7,4,13,4,spam
False,False,121,13,0,13,0,ham
False,True,162,7,3,23,3,spam
False,False,26,2,0,5,1,ham
False,False,68,1,0,13,0,ham
False,False,123,8,0,23,1,ham
False,False,61,3,0,8,0,ham
False,False,33,3,0,6,1,ham
False,False,156,5,0,28,3,ham
False,False,41,2,0,6,0,ham
False,False,50,6,0,7,0,ham
False,False,41,1,0,8,1,ham
False,True,33,1,0,2,1,spam
False,True,154,8,1,18,1,spam
False,False,151,5,7,20,2,ham
False,True,164,9,2,18,0,spam
False,True,154,5,3,19,7,spam
False,False,22,4,0,4,0,ham
False,False,53,2,0,8,0,ham
False,False,62,1,0,12,0,ham
False,False,159,7,0,27,6,ham
False,False,34,2,0,7,2,ham
False,False,151,9,0,25,1,ham
False,False,26,6,0,2,0,ham
False,False,27,0,0,7,0,ham
False,False,52,2,0,9,0,ham
False,False,100,3,0,21,0,ham
False,False,164,4,2,25,2,ham
True,True,132,10,1,18,2,spam
False,False,39,1,0,7,1,ham
False,False,32,2,0,5,0,ham
False,False,158,3,0,31,3,ham
False,False,120,4,0,20,1,ham
False,False,42,1,0,7,0,ham
False,False,46,2,0,8,0,ham
False,False,44,3,0,10,0,ham
False,False,123,10,0,15,2,ham
False,False,24,0,0,5,1,ham
False,False,29,4,0,4,1,ham
False,False,34,3,0,5,0,ham
False,False,29,5,0,4,0,ham
False,False,47,5,0,5,0,ham
False,True,156,1,1,22,0,spam
False,False,47,2,0,9,1,ham
False,False,115,13,0,19,1,ham
False,False,37,2,0,6,0,ham
False,False,64,4,0,11,0,ham
False,False,83,4,0,14,1,ham
False,False,122,7,0,17,0,ham
False,False,24,1,0,4,0,ham
False,False,89,1,0,22,23,ham
False,False,67,7,0,8,1,ham
False,False,44,2,0,8,0,ham
False,False,33,3,1,6,1,ham
False,False,28,1,0,5,0,ham
False,False,37,5,0,5,0,ham
False,False,76,4,0,9,0,ham
False,False,150,1,0,35,5,ham
False,False,45,2,0,7,0,ham
False,False,84,11,0,13,1,ham
False,False,24,0,0,6,0,ham
False,False,119,3,0,25,0,ham
False,False,332,17,0,51,0,ham
False,False,80,4,0,11,0,ham
False,False,24,0,0,6,0,ham
False,True,151,4,2,21,1,spam
False,False,34,2,0,5,0,ham
False,False,65,4,0,9,1,ham
False,False,27,1,0,5,0,ham
False,False,24,1,0,4,1,ham
False,False,53,0,0,11,1,ham
False,False,28,2,0,4,0,ham
False,False,22,1,0,4,0,ham
False,False,23,2,0,2,0,ham
False,True,161,6,3,19,2,spam
False,False,191,6,0,35,1,ham
False,False,75,2,0,14,1,ham
False,False,23,1,0,5,1,ham
False,False,27,3,0,2,0,ham
False,False,37,2,0,4,0,ham
False,False,40,2,0,6,0,ham
False,False,93,11,0,14,0,ham
False,False,107,4,0,18,0,ham
False,True,158,9,5,12,4,spam
False,False,52,1,0,9,1,ham
False,False,71,3,0,12,0,ham
False,False,54,5,0,8,1,ham
False,False,51,2,0,9,0,ham
False,True,154,7,2,18,2,spam
False,False,98,3,0,17,1,ham
False,False,89,4,0,14,0,ham
False,False,50,4,0,7,0,ham
False,False,163,15,0,20,10,ham
False,False,135,2,0,25,1,ham
False,False,32,2,0,5,0,ham
False,False,41,3,0,6,0,ham
False,False,58,2,0,9,0,ham
False,False,50,5,0,7,0,ham
False,False,790,34,0,128,2,ham
False,False,34,1,0,7,0,ham
False,False,35,0,0,9,0,ham
False,False,100,2,0,16,0,ham
False,False,46,3,0,9,2,ham
False,False,183,21,0,23,1,ham
False,False,71,1,0,15,0,ham
False,False,30,0,0,7,0,ham
False,False,34,3,0,4,0,ham
False,False,75,1,1,14,1,ham
False,False,55,1,0,12,0,ham
False,True,117,1,2,17,1,spam
False,True,84,1,0,18,1,spam
True,True,155,7,1,18,5,spam
False,False,33,3,0,6,1,ham
False,False,97,5,0,16,0,ham
False,False,33,0,0,8,8,ham
False,True,132,3,0,19,2,spam
False,False,64,2,1,10,0,ham
False,False,23,3,0,2,1,ham
False,False,32,3,0,4,1,ham
False,False,128,11,0,19,0,ham
False,False,45,4,0,7,1,ham
False,False,62,2,0,12,2,ham
False,True,155,8,3,15,3,spam
False,True,153,4,3,14,3,spam
False,False,85,2,0,17,0,ham
False,False,32,1,0,6,1,ham
False,False,89,3,0,15,0,ham
False,False,63,1,0,11,1,ham
False,True,163,5,2,22,24,spam
False,False,28,0,0,6,0,ham
False,True,156,8,2,24,3,spam
False,False,41,2,0,7,1,ham
False,False,110,3,1,20,1,ham
False,False,53,3,0,8,0,ham
False,False,31,1,0,5,0,ham
False,False,27,2,0,5,1,ham
False,False,79,6,0,13,1,ham
False,False,22,2,0,2,0,ham
False,False,40,3,0,7,0,ham
False,True,143,6,0,22,1,spam
False,False,59,12,0,6,0,ham
False,False,54,3,0,8,0,ham
False,False,84,2,0,14,0,ham
False,False,15,1,0,3,4,ham
False,False,106,4,0,22,1,ham
False,False,30,1,0,6,0,ham
False,False,108,8,0,20,0,ham
False,False,92,3,0,13,0,ham
False,False,87,5,0,12,1,ham
False,False,16,1,0,3,0,ham
False,True,158,3,1,22,3,spam
False,False,51,1,0,11,0,ham
False,False,50,1,0,10,0,ham
False,False,63,5,0,11,1,ham
False,False,34,1,0,5,0,ham
False,False,160,7,1,33,2,ham
False,False,29,0,0,6,0,ham
False,False,41,1,0,8,1,ham
False,False,68,12,0,11,1,ham
False,False,91,3,0,14,0,ham
False,False,2,0,0,1,0,ham
False,False,66,7,0,9,0,ham
False,False,135,7,0,19,0,ham
False,False,30,1,0,5,0,ham
False,True,145,6,1,16,1,spam
True,True,142,5,3,15,3,spam
False,False,35,0,0,7,0,ham
False,False,35,5,0,6,1,ham
False,False,25,0,0,4,0,ham
False,False,23,1,0,4,1,ham
False,False,32,1,0,6,0,ham
False,False,76,3,0,12,0,ham
False,False,45,1,0,7,0,ham
False,False,106,4,0,16,0,ham
False,False,55,2,0,8,0,ham
False,True,160,6,2,17,1,spam
False,False,124,1,1,23,0,ham
False,True,162,12,5,10,3,spam
False,False,46,7,0,6,0,ham
False,False,120,4,0,24,3,ham
False,False,72,4,0,13,1,ham
False,False,57,6,0,9,1,ham
False,False,54,0,0,12,0,ham
False,False,49,1,0,9,0,ham
False,False,51,1,0,10,1,ham
False,False,29,2,0,4,0,ham
False,False,37,2,0,6,1,ham
False,False,67,8,0,8,0,ham
False,False,41,1,0,9,0,ham
False,False,92,28,0,12,1,ham
False,False,30,2,0,4,0,ham
False,False,68,3,0,11,0,ham
False,False,46,7,0,6,0,ham
False,False,87,2,1,15,0,ham
False,False,95,5,0,16,1,ham
False,False,23,0,0,4,0,ham
False,True,156,4,2,18,0,spam
False,False,34,1,0,5,1,ham
False,True,74,2,0,10,0,spam
False,False,59,5,0,7,0,ham
False,False,158,17,0,17,3,ham
False,False,73,3,0,11,0,ham
False,False,76,4,0,10,1,ham
False,False,65,2,0,14,1,ham
False,False,58,6,0,10,2,ham
False,True,133,3,2,19,2,spam
False,False,14,4,0,1,0,ham
False,False,27,2,0,4,0,ham
False,False,143,6,0,25,1,ham
False,False,53,1,0,10,1,ham
False,False,52,5,0,8,0,ham
False,False,31,1,0,4,0,ham
False,False,39,0,0,8,0,ham
False,True,104,2,1,16,2,spam
False,False,83,6,0,13,0,ham
False,False,34,1,0,5,0,ham
False,False,22,2,0,2,0,ham
False,False,89,8,0,11,0,ham
False,False,61,5,0,11,0,ham
False,False,150,17,0,20,2,ham
False,True,153,5,1,15,3,spam
False,False,123,5,0,23,1,ham
False,False,24,2,0,3,0,ham
False,False,32,4,0,2,0,ham
False,False,22,2,0,2,0,ham
False,False,49,1,0,9,1,ham
False,False,108,0,0,24,24,ham
False,False,119,5,0,19,3,ham
False,True,129,5,2,13,0,spam
False,False,34,3,0,8,0,ham
False,False,38,1,0,5,0,ham
False,False,26,0,0,6,0,ham
False,False,32,0,0,8,1,ham
False,False,31,1,1,5,7,ham
False,False,117,14,0,21,1,ham
False,False,45,2,0,7,2,ham
False,False,55,3,0,9,0,ham
False,False,38,2,0,6,0,ham
False,True,143,7,0,23,1,spam
False,False,80,9,0,11,0,ham
False,False,54,6,0,5,0,ham
False,False,62,2,0,9,0,ham
False,False,52,2,0,6,0,ham
False,False,81,3,2,12,0,ham
False,False,36,0,0,6,0,ham
False,False,431,18,0,72,5,ham
False,False,62,9,0,11,2,ham
False,False,375,19,0,53,1,ham
False,False,158,9,0,20,1,ham
False,True,120,3,2,14,3,spam
False,False,52,7,0,4,0,ham
False,False,138,2,0,31,2,ham
False,False,42,2,0,5,0,ham
False,False,63,2,0,12,0,ham
False,False,22,0,0,6,0,ham
False,False,38,1,0,5,0,ham
False,False,50,3,0,8,0,ham
False,False,83,4,0,12,2,ham
True,True,158,5,3,17,4,spam
False,False,84,1,0,16,0,ham
False,False,39,4,0,6,2,ham
False,False,76,4,0,9,0,ham
False,False,53,1,0,11,0,ham
False,False,94,2,1,18,0,ham
False,False,38,0,1,7,0,ham
False,False,38,1,0,6,0,ham
False,False,75,3,0,14,0,ham
False,False,62,10,0,10,3,ham
False,False,59,6,0,8,0,ham
False,False,23,0,0,6,6,ham
False,False,37,0,0,6,0,ham
False,False,45,2,0,6,0,ham
False,False,51,1,0,9,0,ham
False,False,24,0,0,5,0,ham
False,False,43,1,0,9,0,ham
False,False,123,4,1,19,0,ham
False,False,43,0,0,8,0,ham
False,False,36,1,0,6,1,ham
False,False,46,1,0,8,0,ham
False,True,155,4,3,17,1,spam
False,False,35,2,0,9,1,ham
False,False,59,7,0,7,1,ham
False,False,32,2,0,5,0,ham
False,False,50,2,0,10,0,ham
False,False,27,0,0,7,0,ham
False,False,40,1,1,5,0,ham
False,False,37,2,0,6,0,ham
False,False,84,5,0,17,0,ham
False,True,152,12,4,14,3,spam
False,False,125,10,0,23,1,ham
False,False,45,3,0,11,1,ham
False,False,32,2,0,5,1,ham
False,False,52,2,0,8,0,ham
False,False,39,3,0,6,0,ham
False,False,32,1,0,6,0,ham
False,False,52,2,0,9,0,ham
False,False,40,2,0,6,1,ham
False,False,96,9,0,19,5,ham
False,False,31,1,0,4,0,ham
False,True,159,19,4,16,5,spam
False,False,276,20,0,42,0,ham
False,False,51,4,0,8,1,ham
False,False,26,2,0,3,0,ham
False,False,36,1,0,6,0,ham
False,False,99,2,0,17,0,ham
True,True,162,9,3,12,9,spam
False,True,149,8,2,26,7,spam
False,False,44,4,0,4,0,ham
False,False,23,0,0,4,0,ham
False,True,161,12,5,13,5,spam
False,False,63,9,0,9,0,ham
False,False,60,4,0,9,1,ham
False,False,41,4,0,4,0,ham
False,False,133,3,2,21,1,ham
False,True,30,2,0,1,1,spam
False,False,27,0,0,7,1,ham
False,False,42,2,0,7,0,ham
False,False,40,4,0,3,0,ham
False,False,17,4,0,1,0,ham
False,False,81,5,0,12,0,ham
False,False,38,1,0,7,0,ham
False,False,48,1,0,10,0,ham
False,False,35,1,0,7,0,ham
False,False,13,1,0,1,0,ham
False,True,156,6,3,19,7,spam
False,False,363,23,0,51,3,ham
False,False,40,6,0,5,0,ham
False,False,47,1,0,8,0,ham
False,False,154,6,0,25,1,ham
False,True,161,8,4,16,4,spam
False,True,144,3,0,12,1,spam
False,False,31,2,0,4,0,ham
False,False,11,4,0,0,0,ham
False,False,44,0,0,10,0,ham
False,False,88,5,0,12,1,ham
True,True,159,15,4,12,7,spam
False,False,47,5,0,6,0,ham
False,False,64,3,0,11,1,ham
False,False,24,0,0,3,0,ham
False,False,95,2,0,16,0,ham
False,False,134,2,0,23,1,ham
False,False,23,1,0,5,1,ham
False,False,32,4,0,5,1,ham
False,False,175,7,0,33,0,ham
False,True,155,7,3,17,2,spam
False,False,38,6,0,6,0,ham
False,False,35,0,0,7,0,ham
False,False,147,3,0,27,0,ham
False,True,159,3,4,23,0,spam
False,False,51,4,0,6,0,ham
False,True,161,7,0,22,2,spam
False,False,107,3,0,19,2,ham
False,False,38,2,0,6,0,ham
False,False,60,4,0,9,0,ham
True,True,160,5,4,17,4,spam
False,False,37,2,0,7,1,ham
False,False,157,2,1,26,1,ham
False,False,185,3,0,33,2,ham
False,False,28,1,0,5,0,ham
False,True,170,7,3,17,1,spam
False,False,157,9,0,21,2,ham
False,False,79,3,0,11,0,ham
False,False,40,0,0,8,0,ham
False,False,113,6,0,16,0,ham
False,False,30,2,0,5,0,ham
False,False,42,1,0,8,0,ham
False,False,41,2,0,7,1,ham
False,False,113,7,0,14,0,ham
True,True,137,7,2,14,2,spam
False,False,382,11,0,66,0,ham
False,False,87,2,0,14,0,ham
False,False,49,3,0,9,0,ham
False,False,27,1,0,6,0,ham
False,False,28,1,0,5,0,ham
False,False,26,1,0,5,1,ham
False,False,49,2,0,9,0,ham
False,False,39,1,0,8,0,ham
False,False,38,2,0,5,0,ham
False,False,31,0,0,5,0,ham
False,False,162,5,1,26,1,ham
False,True,154,7,1,19,2,spam
False,True,161,7,0,22,2,spam
False,False,25,1,0,4,0,ham
False,False,154,8,0,25,0,ham
False,False,22,0,0,6,1,ham
False,False,34,3,0,4,0,ham
False,False,45,3,0,5,0,ham
False,False,70,5,0,12,1,ham
False,False,77,0,0,14,1,ham
False,False,32,0,0,8,1,ham
False,False,50,0,0,11,0,ham
False,False,30,2,0,4,0,ham
False,False,114,4,0,19,1,ham
False,False,588,59,0,91,10,ham
False,False,114,3,0,18,1,ham
False,True,147,4,4,19,3,spam
False,False,114,4,0,17,0,ham
False,False,50,1,0,8,0,ham
False,False,141,18,3,14,0,ham
False,False,158,3,0,32,0,ham
False,False,56,2,0,7,0,ham
False,False,29,2,0,3,0,ham
False,False,39,3,0,6,1,ham
False,False,32,1,0,4,0,ham
False,False,37,1,0,8,0,ham
False,True,158,7,6,17,8,spam
False,False,63,2,1,8,11,ham
False,False,29,2,0,5,1,ham
False,False,48,0,0,8,0,ham
False,False,59,3,0,9,0,ham
False,False,29,1,0,5,1,ham
False,False,24,2,0,3,0,ham
False,False,31,2,0,6,0,ham
False,False,37,3,0,7,0,ham
False,False,193,4,0,35,2,ham
False,False,45,6,0,5,0,ham
False,False,154,8,0,31,2,ham
False,False,3,1,0,0,0,ham
False,False,32,1,0,8,2,ham
False,False,131,9,0,18,0,ham
False,False,52,0,0,14,2,ham
False,False,142,3,0,21,0,ham
False,False,104,0,0,20,1,ham
False,False,43,3,0,5,0,ham
False,True,152,6,2,17,2,spam
False,False,73,4,0,14,1,ham
False,False,105,6,1,15,0,ham
False,False,54,2,0,8,1,ham
False,False,108,6,0,11,0,ham
False,False,77,2,0,16,2,ham
False,False,42,0,0,9,0,ham
False,False,130,20,0,3,2,ham
False,False,42,4,0,5,0,ham
False,False,22,0,0,6,0,ham
False,False,30,3,0,4,0,ham
False,False,38,3,0,8,1,ham
False,False,54,10,0,5,0,ham
False,False,54,4,0,6,4,ham
False,False,66,3,0,9,0,ham
False,False,65,4,0,11,0,ham
False,False,93,6,0,12,0,ham
False,False,132,3,0,26,1,ham
False,True,159,8,5,16,5,spam
False,False,112,2,0,19,0,ham
False,True,161,13,5,10,3,spam
False,False,22,1,0,3,0,ham
False,False,68,1,0,12,0,ham
False,False,119,3,0,23,0,ham
False,False,58,2,0,10,0,ham
False,False,60,3,1,8,0,ham
False,False,54,4,0,11,0,ham
False,False,45,8,0,2,0,ham
False,False,66,5,0,11,1,ham
False,False,67,1,0,13,0,ham
False,False,77,6,0,14,0,ham
False,True,156,2,4,20,1,spam
False,False,76,6,0,12,0,ham
False,False,77,0,0,15,1,ham
False,False,175,5,0,29,1,ham
False,True,157,4,2,21,1,spam
False,False,77,11,0,10,2,ham
False,False,102,3,0,17,1,ham
False,False,39,2,0,7,0,ham
False,False,32,4,0,4,0,ham
False,False,30,0,0,5,0,ham
False,False,108,6,0,18,0,ham
False,False,141,11,0,25,0,ham
False,False,130,8,1,25,1,ham
False,False,58,3,0,9,0,ham
False,False,28,0,0,6,0,ham
False,False,77,3,0,11,0,ham
False,False,136,9,2,7,0,ham
False,False,88,2,0,15,0,ham
False,False,127,4,0,21,0,ham
False,False,110,2,0,21,0,ham
False,False,51,6,0,8,0,ham
False,False,30,2,0,5,1,ham
False,False,25,1,0,3,1,ham
False,False,96,8,0,15,0,ham
False,False,64,4,0,9,0,ham
False,False,23,1,0,2,0,ham
False,False,70,1,0,14,0,ham
False,True,181,9,1,24,0,spam
False,True,160,3,4,19,6,spam
False,False,31,3,0,5,0,ham
False,True,157,4,2,21,1,spam
False,False,113,2,0,17,1,ham
False,False,110,6,1,19,0,ham
False,False,36,1,0,8,0,ham
False,False,28,1,0,4,0,ham
False,False,23,2,0,3,0,ham
False,False,45,2,0,8,1,ham
False,False,54,1,0,10,0,ham
False,False,39,1,0,7,0,ham
False,False,154,8,0,28,1,ham
False,False,36,1,0,6,0,ham
False,True,155,4,3,22,2,spam
False,False,64,1,0,15,0,ham
False,False,36,5,0,5,0,ham
False,True,160,3,3,24,5,spam
False,False,71,4,0,14,0,ham
False,False,51,1,0,10,1,ham
True,True,122,6,2,12,4,spam
False,False,17,4,0,1,1,ham
False,True,33,0,1,3,4,spam
False,False,22,0,0,6,0,ham
False,False,26,1,0,5,1,ham
False,False,144,2,0,25,0,ham
False,False,63,5,1,6,0,ham
False,False,22,1,0,4,0,ham
False,False,89,2,0,18,1,ham
False,False,42,2,0,7,0,ham
False,False,28,4,0,3,0,ham
False,False,135,8,0,19,1,ham
False,False,78,15,1,4,0,ham
False,False,33,2,0,4,0,ham
False,False,27,2,0,4,2,ham
False,False,52,3,0,8,1,ham
False,False,29,0,0,5,0,ham
False,False,33,3,0,6,1,ham
False,False,23,2,0,2,0,ham
False,False,85,2,0,16,0,ham
False,False,101,2,0,21,2,ham
False,False,110,2,0,22,2,ham
False,False,27,0,0,5,0,ham
False,True,159,3,3,19,1,spam
False,False,58,3,1,9,13,ham
False,False,44,0,0,11,1,ham
False,False,26,5,0,2,0,ham
False,False,91,3,1,13,1,ham
False,True,48,2,0,5,0,spam
False,False,125,2,0,28,30,ham
False,True,183,6,1,21,1,spam
False,False,25,3,0,3,0,ham
False,False,69,1,0,12,0,ham
False,True,160,12,4,13,3,spam
False,False,72,3,0,12,1,ham
False,False,48,9,0,3,0,ham
False,False,28,0,0,8,0,ham
False,False,66,6,0,11,1,ham
False,False,127,2,1,26,6,ham
False,False,62,1,0,12,0,ham
False,False,26,2,0,2,0,ham
True,True,147,6,3,19,2,spam
False,True,162,4,3,24,2,spam
False,False,78,3,0,9,1,ham
False,True,151,7,3,21,1,spam
False,True,158,9,2,16,3,spam
False,True,114,9,1,9,0,spam
False,False,23,1,0,5,0,ham
False,False,85,1,0,16,0,ham
False,False,34,2,0,3,0,ham
False,False,41,3,0,6,1,ham
False,False,134,11,0,24,0,ham
False,False,25,2,0,5,0,ham
False,False,30,1,0,6,0,ham
False,False,45,2,0,7,0,ham
False,False,5,3,0,0,0,ham
False,False,23,1,0,4,1,ham
False,False,93,5,0,13,0,ham
False,False,7,1,0,1,0,ham
False,False,24,1,0,3,0,ham
False,False,129,11,0,20,1,ham
False,True,167,22,4,17,4,spam
False,False,45,4,0,6,0,ham
False,False,65,2,0,11,0,ham
False,False,48,5,0,5,1,ham
False,False,18,0,0,5,0,ham
False,False,24,1,0,4,0,ham
False,False,33,0,0,7,0,ham
False,False,25,1,0,4,0,ham
False,False,51,0,0,12,2,ham
False,False,94,4,0,12,0,ham
False,False,69,5,0,11,0,ham
False,False,25,1,0,5,0,ham
False,False,108,2,0,18,0,ham
False,False,51,3,0,7,1,ham
False,False,65,1,0,13,0,ham
False,True,160,6,2,16,1,spam
False,False,141,18,3,14,0,ham
False,False,7,3,0,0,0,ham
False,False,41,2,0,8,0,ham
False,False,67,5,0,11,0,ham
False,False,30,1,0,5,0,ham
False,False,37,0,0,4,0,ham
False,False,47,2,0,8,0,ham
False,False,36,0,0,9,0,ham
False,True,120,3,2,16,1,spam
False,False,29,2,0,4,0,ham
False,True,82,1,0,11,1,spam
False,False,36,6,0,5,1,ham
False,False,281,15,0,49,5,ham
False,False,27,3,0,2,0,ham
False,False,52,1,0,8,0,ham
False,False,66,1,0,11,0,ham
False,True,149,3,1,23,2,spam
False,False,121,5,0,19,1,ham
False,False,56,4,0,8,0,ham
False,False,92,3,1,15,0,ham
False,True,162,4,1,24,3,spam
False,False,66,0,0,15,0,ham
False,False,43,1,0,8,0,ham
False,True,158,3,1,22,3,spam
False,False,127,6,0,16,1,ham
False,False,43,1,0,9,0,ham
False,False,446,21,2,76,3,ham
False,False,102,6,0,18,3,ham
False,False,88,5,0,12,0,ham
False,False,103,6,0,15,1,ham
False,True,158,4,2,21,3,spam
False,False,24,3,0,4,0,ham
False,False,95,4,2,15,13,ham
False,False,74,3,0,14,0,ham
False,True,109,5,1,17,3,spam
True,False,158,10,0,23,0,ham
False,False,482,15,0,87,4,ham
False,False,53,2,1,12,0,ham
False,False,119,8,0,23,2,ham
False,False,31,0,0,6,1,ham
False,False,22,1,0,3,0,ham
False,False,22,2,0,2,0,ham
False,True,161,3,3,22,1,spam
False,False,38,5,0,1,0,ham
False,False,22,1,0,3,0,ham
False,False,89,5,0,10,0,ham
False,False,66,7,0,8,0,ham
False,False,191,7,0,34,0,ham
False,False,27,1,0,6,7,ham
False,False,67,3,0,11,1,ham
False,False,104,5,0,15,0,ham
False,False,96,10,0,16,2,ham
False,False,38,8,0,5,0,ham
False,False,40,4,0,5,0,ham
False,False,25,3,0,3,0,ham
False,False,24,1,0,4,5,ham
False,False,26,7,0,2,0,ham
False,False,39,3,0,6,1,ham
False,True,152,7,1,26,2,spam
False,False,54,9,0,8,0,ham
False,False,73,1,0,12,0,ham
False,False,80,1,0,16,0,ham
False,False,21,4,0,1,0,ham
False,False,53,5,0,8,0,ham
False,False,444,42,8,40,5,ham
False,False,41,0,0,9,0,ham
False,False,99,5,0,18,2,ham
False,False,34,10,0,2,1,ham
False,False,27,1,0,5,0,ham
False,True,158,13,2,16,3,spam
False,False,116,4,0,19,1,ham
False,False,24,1,0,5,1,ham
False,False,75,6,0,11,1,ham
False,False,47,2,0,9,1,ham
False,False,81,9,0,15,0,ham
False,False,115,7,0,7,1,ham
True,True,152,3,3,17,4,spam
False,False,52,6,0,7,0,ham
False,False,83,8,1,12,1,ham
False,False,41,1,0,8,1,ham
False,False,22,3,0,4,0,ham
False,False,46,3,0,8,0,ham
False,False,57,10,0,7,2,ham
False,True,158,6,3,19,1,spam
False,False,45,5,0,9,0,ham
False,False,67,4,0,9,1,ham
False,True,152,7,0,24,4,spam
False,False,26,0,0,5,0,ham
False,False,100,6,0,12,0,ham
False,False,53,7,0,7,1,ham
False,False,629,52,0,86,2,ham
False,False,235,9,1,36,1,ham
False,False,26,3,0,4,1,ham
False,False,114,0,1,23,0,ham
True,True,122,11,2,11,2,spam
False,False,45,4,0,8,1,ham
False,False,78,4,0,11,0,ham
False,False,51,3,0,8,0,ham
False,False,82,2,0,15,0,ham
False,False,28,0,0,6,1,ham
False,False,85,6,0,11,0,ham
False,False,46,3,0,7,1,ham
False,False,183,7,0,29,2,ham
False,False,22,2,0,2,0,ham
False,False,109,13,0,18,4,ham
False,False,28,7,0,4,0,ham
False,False,25,1,0,4,0,ham
